,Date,POE City,POE State,Encounters
558,2018-12-01,PHILADELPHIA,PA,24727.0
559,2018-12-01,BLAINE,WA,18544.0
560,2018-12-01,MINN./ST. PAUL,MN,10833.0
561,2018-12-01,TAMPA,FL,14138.0
562,2018-12-01,SAN DIEGO,CA,9890.0
563,2018-12-01,NIAGARA FALLS,NY,5422.0
564,2018-12-01,SANFORD,FL,1972.0
565,2018-12-01,PEACE BRIDGE,NY,9409.0
566,2018-12-01,SAN JUAN,PR,10250.0
567,2018-12-01,CHAMPLAIN,NY,7705.0
568,2018-12-01,PHOENIX,AZ,6529.0
569,2018-12-01,PORTLAND,OR,3759.0
570,2017-01-01,NEW YORK,NY,374715.0
571,2017-01-01,MIAMI,FL,406942.0
572,2017-01-01,LOS ANGELES,CA,354518.0
573,2017-01-01,SAN FRANCISCO,CA,173900.0
574,2017-01-01,HONOLULU,HI,193947.0
575,2017-01-01,NEWARK,NJ,112174.0
576,2017-01-01,ORLANDO,FL,98876.0
577,2017-01-01,CHICAGO,IL,112014.0
578,2017-01-01,AGANA,GU,125042.0
579,2017-01-01,FT. LAUDERDALE,FL,77401.0
580,2017-01-01,ATLANTA,GA,77651.0
581,2017-01-01,WASHINGTON,DC,70451.0
582,2017-01-01,BOSTON,MA,61168.0
583,2017-01-01,HOUSTON,TX,75929.0
584,2017-01-01,DALLAS,TX,69000.0
585,2017-01-01,SEATTLE,WA,53889.0
586,2017-01-01,LAS VEGAS,NV,41671.0
587,2017-01-01,DETROIT,MI,39617.0
588,2017-01-01,PHILADELPHIA,PA,20113.0
589,2017-01-01,BLAINE,WA,12291.0
590,2017-01-01,MINN./ST. PAUL,MN,12223.0
591,2017-01-01,TAMPA,FL,8308.0
592,2017-01-01,SAN DIEGO,CA,10467.0
593,2017-01-01,NIAGARA FALLS,NY,3078.0
594,2017-01-01,SANFORD,FL,2484.0
595,2017-01-01,PEACE BRIDGE,NY,3512.0
596,2017-01-01,SAN JUAN,PR,13116.0
597,2017-01-01,CHAMPLAIN,NY,3120.0
598,2017-01-01,PHOENIX,AZ,6938.0
599,2017-01-01,PORTLAND,OR,4223.0
600,2017-02-01,NEW YORK,NY,327434.0
601,2017-02-01,MIAMI,FL,380832.0
602,2017-02-01,LOS ANGELES,CA,271619.0
603,2017-02-01,SAN FRANCISCO,CA,135912.0
604,2017-02-01,HONOLULU,HI,179788.0
605,2017-02-01,NEWARK,NJ,106701.0
606,2017-02-01,ORLANDO,FL,97790.0
607,2017-02-01,CHICAGO,IL,72006.0
608,2017-02-01,AGANA,GU,112828.0
609,2017-02-01,FT. LAUDERDALE,FL,72207.0
610,2017-02-01,ATLANTA,GA,65486.0
611,2017-02-01,WASHINGTON,DC,50564.0
612,2017-02-01,BOSTON,MA,41315.0
613,2017-02-01,HOUSTON,TX,61683.0
614,2017-02-01,DALLAS,TX,53777.0
615,2017-02-01,SEATTLE,WA,34588.0
616,2017-02-01,LAS VEGAS,NV,36158.0
617,2017-02-01,DETROIT,MI,27437.0
618,2017-02-01,PHILADELPHIA,PA,15977.0
619,2017-02-01,BLAINE,WA,12741.0
620,2017-02-01,MINN./ST. PAUL,MN,10922.0
621,2017-02-01,TAMPA,FL,9118.0
622,2017-02-01,SAN DIEGO,CA,7414.0
623,2017-02-01,NIAGARA FALLS,NY,3506.0
624,2017-02-01,SANFORD,FL,2946.0
625,2017-02-01,PEACE BRIDGE,NY,3666.0
626,2017-02-01,SAN JUAN,PR,13069.0
627,2017-02-01,CHAMPLAIN,NY,3553.0
628,2017-02-01,PHOENIX,AZ,5875.0
629,2017-02-01,PORTLAND,OR,3267.0
630,2017-03-01,NEW YORK,NY,436732.0
631,2017-03-01,MIAMI,FL,387510.0
632,2017-03-01,LOS ANGELES,CA,313566.0
633,2017-03-01,SAN FRANCISCO,CA,151165.0
634,2017-03-01,HONOLULU,HI,183571.0
635,2017-03-01,NEWARK,NJ,119909.0
636,2017-03-01,ORLANDO,FL,106733.0
637,2017-03-01,CHICAGO,IL,104488.0
638,2017-03-01,AGANA,GU,131358.0
639,2017-03-01,FT. LAUDERDALE,FL,75234.0
640,2017-03-01,ATLANTA,GA,85785.0
641,2017-03-01,WASHINGTON,DC,73385.0
642,2017-03-01,BOSTON,MA,57137.0
643,2017-03-01,HOUSTON,TX,71486.0
644,2017-03-01,DALLAS,TX,62285.0
645,2017-03-01,SEATTLE,WA,40812.0
646,2017-03-01,LAS VEGAS,NV,45663.0
647,2017-03-01,DETROIT,MI,33274.0
648,2017-03-01,PHILADELPHIA,PA,21196.0
649,2017-03-01,BLAINE,WA,14148.0
650,2017-03-01,MINN./ST. PAUL,MN,11584.0
651,2017-03-01,TAMPA,FL,10143.0
652,2017-03-01,SAN DIEGO,CA,8728.0
653,2017-03-01,NIAGARA FALLS,NY,3997.0
654,2017-03-01,SANFORD,FL,3824.0
655,2017-03-01,PEACE BRIDGE,NY,4701.0
656,2017-03-01,SAN JUAN,PR,13229.0
657,2017-03-01,CHAMPLAIN,NY,4024.0
658,2017-03-01,PHOENIX,AZ,6949.0
659,2017-03-01,PORTLAND,OR,3890.0
660,2017-04-01,NEW YORK,NY,610753.0
661,2017-04-01,MIAMI,FL,436046.0
662,2017-04-01,LOS ANGELES,CA,359418.0
663,2017-04-01,SAN FRANCISCO,CA,180115.0
664,2017-04-01,HONOLULU,HI,171582.0
665,2017-04-01,NEWARK,NJ,171295.0
666,2017-04-01,ORLANDO,FL,142977.0
667,2017-04-01,CHICAGO,IL,128163.0
668,2017-04-01,AGANA,GU,112538.0
669,2017-04-01,FT. LAUDERDALE,FL,90652.0
670,2017-04-01,ATLANTA,GA,104782.0
671,2017-04-01,WASHINGTON,DC,88922.0
672,2017-04-01,BOSTON,MA,74669.0
673,2017-04-01,HOUSTON,TX,89648.0
674,2017-04-01,DALLAS,TX,69858.0
675,2017-04-01,SEATTLE,WA,44039.0
676,2017-04-01,LAS VEGAS,NV,50644.0
677,2017-04-01,DETROIT,MI,38653.0
678,2017-04-01,PHILADELPHIA,PA,28872.0
679,2017-04-01,BLAINE,WA,16795.0
680,2017-04-01,MINN./ST. PAUL,MN,13427.0
681,2017-04-01,TAMPA,FL,14605.0
682,2017-04-01,SAN DIEGO,CA,9367.0
683,2017-04-01,NIAGARA FALLS,NY,7892.0
684,2017-04-01,SANFORD,FL,10931.0
685,2017-04-01,PEACE BRIDGE,NY,6629.0
686,2017-04-01,SAN JUAN,PR,13582.0
687,2017-04-01,CHAMPLAIN,NY,6785.0
688,2017-04-01,PHOENIX,AZ,7546.0
689,2017-04-01,PORTLAND,OR,4539.0
690,2017-05-01,NEW YORK,NY,581461.0
691,2017-05-01,MIAMI,FL,355378.0
692,2017-05-01,LOS ANGELES,CA,355819.0
693,2017-05-01,SAN FRANCISCO,CA,197037.0
694,2017-05-01,HONOLULU,HI,181520.0
695,2017-05-01,NEWARK,NJ,160263.0
696,2017-05-01,ORLANDO,FL,131723.0
697,2017-05-01,CHICAGO,IL,162179.0
698,2017-05-01,AGANA,GU,107593.0
699,2017-05-01,FT. LAUDERDALE,FL,74663.0
700,2017-05-01,ATLANTA,GA,98079.0
701,2017-05-01,WASHINGTON,DC,95775.0
702,2017-05-01,BOSTON,MA,86880.0
703,2017-05-01,HOUSTON,TX,79648.0
704,2017-05-01,DALLAS,TX,71677.0
705,2017-05-01,SEATTLE,WA,56555.0
706,2017-05-01,LAS VEGAS,NV,54711.0
707,2017-05-01,DETROIT,MI,42115.0
708,2017-05-01,PHILADELPHIA,PA,25968.0
709,2017-05-01,BLAINE,WA,19819.0
710,2017-05-01,MINN./ST. PAUL,MN,14827.0
711,2017-05-01,TAMPA,FL,11214.0
712,2017-05-01,SAN DIEGO,CA,8870.0
713,2017-05-01,NIAGARA FALLS,NY,11195.0
714,2017-05-01,SANFORD,FL,16416.0
715,2017-05-01,PEACE BRIDGE,NY,7558.0
716,2017-05-01,SAN JUAN,PR,8682.0
717,2017-05-01,CHAMPLAIN,NY,7722.0
718,2017-05-01,PHOENIX,AZ,6069.0
719,2017-05-01,PORTLAND,OR,5498.0
720,2017-06-01,NEW YORK,NY,601761.0
721,2017-06-01,MIAMI,FL,375838.0
722,2017-06-01,LOS ANGELES,CA,392844.0
723,2017-06-01,SAN FRANCISCO,CA,215980.0
724,2017-06-01,HONOLULU,HI,191280.0
725,2017-06-01,NEWARK,NJ,153490.0
726,2017-06-01,ORLANDO,FL,125766.0
727,2017-06-01,CHICAGO,IL,168905.0
728,2017-06-01,AGANA,GU,111176.0
729,2017-06-01,FT. LAUDERDALE,FL,84657.0
730,2017-06-01,ATLANTA,GA,91467.0
731,2017-06-01,WASHINGTON,DC,97711.0
732,2017-06-01,BOSTON,MA,94048.0
733,2017-06-01,HOUSTON,TX,76565.0
734,2017-06-01,DALLAS,TX,65239.0
735,2017-06-01,SEATTLE,WA,64857.0
736,2017-06-01,LAS VEGAS,NV,54247.0
737,2017-06-01,DETROIT,MI,41242.0
738,2017-06-01,PHILADELPHIA,PA,26985.0
739,2017-06-01,BLAINE,WA,22207.0
740,2017-06-01,MINN./ST. PAUL,MN,16209.0
741,2017-06-01,TAMPA,FL,9150.0
742,2017-06-01,SAN DIEGO,CA,9323.0
743,2017-06-01,NIAGARA FALLS,NY,12932.0
744,2017-06-01,SANFORD,FL,14732.0
745,2017-06-01,PEACE BRIDGE,NY,8093.0
746,2017-06-01,SAN JUAN,PR,9931.0
747,2017-06-01,CHAMPLAIN,NY,8816.0
748,2017-06-01,PHOENIX,AZ,5259.0
749,2017-06-01,PORTLAND,OR,8075.0
750,2017-07-01,NEW YORK,NY,676663.0
751,2017-07-01,MIAMI,FL,448221.0
752,2017-07-01,LOS ANGELES,CA,442936.0
753,2017-07-01,SAN FRANCISCO,CA,253206.0
754,2017-07-01,HONOLULU,HI,207252.0
755,2017-07-01,NEWARK,NJ,174418.0
756,2017-07-01,ORLANDO,FL,176206.0
757,2017-07-01,CHICAGO,IL,169553.0
758,2017-07-01,AGANA,GU,119844.0
759,2017-07-01,FT. LAUDERDALE,FL,107834.0
760,2017-07-01,ATLANTA,GA,100589.0
761,2017-07-01,WASHINGTON,DC,118432.0
762,2017-07-01,BOSTON,MA,108904.0
763,2017-07-01,HOUSTON,TX,85780.0
764,2017-07-01,DALLAS,TX,73535.0
765,2017-07-01,SEATTLE,WA,72693.0
766,2017-07-01,LAS VEGAS,NV,58930.0
767,2017-07-01,DETROIT,MI,48160.0
768,2017-07-01,PHILADELPHIA,PA,35723.0
769,2017-07-01,BLAINE,WA,31207.0
770,2017-07-01,MINN./ST. PAUL,MN,21374.0
771,2017-07-01,TAMPA,FL,13494.0
772,2017-07-01,SAN DIEGO,CA,11497.0
773,2017-07-01,NIAGARA FALLS,NY,17397.0
774,2017-07-01,SANFORD,FL,17508.0
775,2017-07-01,PEACE BRIDGE,NY,13185.0
776,2017-07-01,SAN JUAN,PR,12441.0
777,2017-07-01,CHAMPLAIN,NY,13391.0
778,2017-07-01,PHOENIX,AZ,5188.0
779,2017-07-01,PORTLAND,OR,9508.0
780,2017-08-01,NEW YORK,NY,662103.0
781,2017-08-01,MIAMI,FL,432057.0
782,2017-08-01,LOS ANGELES,CA,443307.0
783,2017-08-01,SAN FRANCISCO,CA,250830.0
784,2017-08-01,HONOLULU,HI,232982.0
785,2017-08-01,NEWARK,NJ,181769.0
786,2017-08-01,ORLANDO,FL,176607.0
787,2017-08-01,CHICAGO,IL,194476.0
788,2017-08-01,AGANA,GU,132956.0
789,2017-08-01,FT. LAUDERDALE,FL,105970.0
790,2017-08-01,ATLANTA,GA,113592.0
791,2017-08-01,WASHINGTON,DC,112199.0
792,2017-08-01,BOSTON,MA,110763.0
793,2017-08-01,HOUSTON,TX,67173.0
794,2017-08-01,DALLAS,TX,78804.0
795,2017-08-01,SEATTLE,WA,75881.0
796,2017-08-01,LAS VEGAS,NV,58440.0
797,2017-08-01,DETROIT,MI,56304.0
798,2017-08-01,PHILADELPHIA,PA,40058.0
799,2017-08-01,BLAINE,WA,35136.0
800,2017-08-01,MINN./ST. PAUL,MN,21200.0
801,2017-08-01,TAMPA,FL,12693.0
802,2017-08-01,SAN DIEGO,CA,10517.0
803,2017-08-01,NIAGARA FALLS,NY,18259.0
804,2017-08-01,SANFORD,FL,17986.0
805,2017-08-01,PEACE BRIDGE,NY,14869.0
806,2017-08-01,SAN JUAN,PR,13776.0
807,2017-08-01,CHAMPLAIN,NY,14174.0
808,2017-08-01,PHOENIX,AZ,5658.0
809,2017-08-01,PORTLAND,OR,11904.0
810,2017-09-01,NEW YORK,NY,602459.0
811,2017-09-01,MIAMI,FL,300402.0
812,2017-09-01,LOS ANGELES,CA,417120.0
813,2017-09-01,SAN FRANCISCO,CA,236913.0
814,2017-09-01,HONOLULU,HI,212731.0
815,2017-09-01,NEWARK,NJ,164457.0
816,2017-09-01,ORLANDO,FL,123846.0
817,2017-09-01,CHICAGO,IL,151197.0
818,2017-09-01,AGANA,GU,106173.0
819,2017-09-01,FT. LAUDERDALE,FL,65275.0
820,2017-09-01,ATLANTA,GA,94828.0
821,2017-09-01,WASHINGTON,DC,92654.0
822,2017-09-01,BOSTON,MA,98844.0
823,2017-09-01,HOUSTON,TX,71026.0
824,2017-09-01,DALLAS,TX,70188.0
825,2017-09-01,SEATTLE,WA,69947.0
826,2017-09-01,LAS VEGAS,NV,64137.0
827,2017-09-01,DETROIT,MI,41296.0
828,2017-09-01,PHILADELPHIA,PA,25112.0
829,2017-09-01,BLAINE,WA,21895.0
830,2017-09-01,MINN./ST. PAUL,MN,15985.0
831,2017-09-01,TAMPA,FL,9389.0
832,2017-09-01,SAN DIEGO,CA,9156.0
833,2017-09-01,NIAGARA FALLS,NY,13245.0
834,2017-09-01,SANFORD,FL,15047.0
835,2017-09-01,PEACE BRIDGE,NY,8539.0
836,2017-09-01,SAN JUAN,PR,4872.0
837,2017-09-01,CHAMPLAIN,NY,8760.0
838,2017-09-01,PHOENIX,AZ,5444.0
839,2017-09-01,PORTLAND,OR,8063.0
840,2017-10-01,NEW YORK,NY,637793.0
841,2017-10-01,MIAMI,FL,408529.0
842,2017-10-01,LOS ANGELES,CA,363596.0
843,2017-10-01,SAN FRANCISCO,CA,188762.0
844,2017-10-01,HONOLULU,HI,195740.0
845,2017-10-01,NEWARK,NJ,179701.0
846,2017-10-01,ORLANDO,FL,156005.0
847,2017-10-01,CHICAGO,IL,139551.0
848,2017-10-01,AGANA,GU,95763.0
849,2017-10-01,FT. LAUDERDALE,FL,88522.0
850,2017-10-01,ATLANTA,GA,103731.0
851,2017-10-01,WASHINGTON,DC,98529.0
852,2017-10-01,BOSTON,MA,88128.0
853,2017-10-01,HOUSTON,TX,80895.0
854,2017-10-01,DALLAS,TX,66729.0
855,2017-10-01,SEATTLE,WA,45015.0
856,2017-10-01,LAS VEGAS,NV,59659.0
857,2017-10-01,DETROIT,MI,41444.0
858,2017-10-01,PHILADELPHIA,PA,30377.0
859,2017-10-01,BLAINE,WA,18104.0
860,2017-10-01,MINN./ST. PAUL,MN,14407.0
861,2017-10-01,TAMPA,FL,16820.0
862,2017-10-01,SAN DIEGO,CA,8402.0
863,2017-10-01,NIAGARA FALLS,NY,11803.0
864,2017-10-01,SANFORD,FL,13157.0
865,2017-10-01,PEACE BRIDGE,NY,8405.0
866,2017-10-01,SAN JUAN,PR,2131.0
867,2017-10-01,CHAMPLAIN,NY,9294.0
868,2017-10-01,PHOENIX,AZ,5683.0
869,2017-10-01,PORTLAND,OR,4895.0
870,2017-11-01,NEW YORK,NY,482117.0
871,2017-11-01,MIAMI,FL,416380.0
872,2017-11-01,LOS ANGELES,CA,280611.0
873,2017-11-01,SAN FRANCISCO,CA,134374.0
874,2017-11-01,HONOLULU,HI,189456.0
875,2017-11-01,NEWARK,NJ,143589.0
876,2017-11-01,ORLANDO,FL,113791.0
877,2017-11-01,CHICAGO,IL,107931.0
878,2017-11-01,AGANA,GU,113019.0
879,2017-11-01,FT. LAUDERDALE,FL,108350.0
880,2017-11-01,ATLANTA,GA,79875.0
881,2017-11-01,WASHINGTON,DC,71240.0
882,2017-11-01,BOSTON,MA,66787.0
883,2017-11-01,HOUSTON,TX,70172.0
884,2017-11-01,DALLAS,TX,56180.0
885,2017-11-01,SEATTLE,WA,30834.0
886,2017-11-01,LAS VEGAS,NV,41856.0
887,2017-11-01,DETROIT,MI,28356.0
888,2017-11-01,PHILADELPHIA,PA,20449.0
889,2017-11-01,BLAINE,WA,12679.0
890,2017-11-01,MINN./ST. PAUL,MN,10856.0
891,2017-11-01,TAMPA,FL,12564.0
892,2017-11-01,SAN DIEGO,CA,8020.0
893,2017-11-01,NIAGARA FALLS,NY,4903.0
894,2017-11-01,SANFORD,FL,3472.0
895,2017-11-01,PEACE BRIDGE,NY,5132.0
896,2017-11-01,SAN JUAN,PR,3543.0
897,2017-11-01,CHAMPLAIN,NY,4766.0
898,2017-11-01,PHOENIX,AZ,5319.0
899,2017-11-01,PORTLAND,OR,3408.0
900,2017-12-01,NEW YORK,NY,594037.0
901,2017-12-01,MIAMI,FL,513778.0
902,2017-12-01,LOS ANGELES,CA,364432.0
903,2017-12-01,SAN FRANCISCO,CA,153238.0
904,2017-12-01,HONOLULU,HI,199652.0
905,2017-12-01,NEWARK,NJ,179409.0
906,2017-12-01,ORLANDO,FL,138528.0
907,2017-12-01,CHICAGO,IL,107949.0
908,2017-12-01,AGANA,GU,124348.0
909,2017-12-01,FT. LAUDERDALE,FL,138542.0
910,2017-12-01,ATLANTA,GA,103205.0
911,2017-12-01,WASHINGTON,DC,79781.0
912,2017-12-01,BOSTON,MA,62374.0
913,2017-12-01,HOUSTON,TX,94646.0
914,2017-12-01,DALLAS,TX,70229.0
915,2017-12-01,SEATTLE,WA,39918.0
916,2017-12-01,LAS VEGAS,NV,31453.0
917,2017-12-01,DETROIT,MI,33480.0
918,2017-12-01,PHILADELPHIA,PA,27652.0
919,2017-12-01,BLAINE,WA,19938.0
920,2017-12-01,MINN./ST. PAUL,MN,11483.0
921,2017-12-01,TAMPA,FL,12443.0
922,2017-12-01,SAN DIEGO,CA,7777.0
923,2017-12-01,NIAGARA FALLS,NY,6990.0
924,2017-12-01,SANFORD,FL,2230.0
925,2017-12-01,PEACE BRIDGE,NY,9704.0
926,2017-12-01,SAN JUAN,PR,6789.0
927,2017-12-01,CHAMPLAIN,NY,8348.0
928,2017-12-01,PHOENIX,AZ,6248.0
929,2017-12-01,PORTLAND,OR,3848.0
930,2016-01-01,NEW YORK,NY,372217.0
931,2016-01-01,MIAMI,FL,404042.0
932,2016-01-01,LOS ANGELES,CA,319167.0
933,2016-01-01,SAN FRANCISCO,CA,161548.0
934,2016-01-01,HONOLULU,HI,180059.0
935,2016-01-01,NEWARK,NJ,106435.0
936,2016-01-01,ORLANDO,FL,118661.0
937,2016-01-01,CHICAGO,IL,114722.0
938,2016-01-01,AGANA,GU,118162.0
939,2016-01-01,FT. LAUDERDALE,FL,72222.0
940,2016-01-01,ATLANTA,GA,83043.0
941,2016-01-01,WASHINGTON,DC,63423.0
942,2016-01-01,BOSTON,MA,53313.0
943,2016-01-01,HOUSTON,TX,82582.0
944,2016-01-01,DALLAS,TX,64901.0
945,2016-01-01,SEATTLE,WA,46834.0
946,2016-01-01,LAS VEGAS,NV,34483.0
947,2016-01-01,DETROIT,MI,38913.0
948,2016-01-01,PHILADELPHIA,PA,21293.0
949,2016-01-01,BLAINE,WA,11433.0
950,2016-01-01,MINN./ST. PAUL,MN,11654.0
951,2016-01-01,TAMPA,FL,9684.0
952,2016-01-01,SAN DIEGO,CA,7851.0
953,2016-01-01,NIAGARA FALLS,NY,3653.0
954,2016-01-01,SANFORD,FL,2740.0
955,2016-01-01,PEACE BRIDGE,NY,3171.0
956,2016-01-01,SAN JUAN,PR,14953.0
957,2016-01-01,CHAMPLAIN,NY,3402.0
958,2016-01-01,PHOENIX,AZ,7431.0
959,2016-01-01,PORTLAND,OR,4148.0
960,2016-02-01,NEW YORK,NY,361368.0
961,2016-02-01,MIAMI,FL,369054.0
962,2016-02-01,LOS ANGELES,CA,276995.0
963,2016-02-01,SAN FRANCISCO,CA,146060.0
964,2016-02-01,HONOLULU,HI,175283.0
965,2016-02-01,NEWARK,NJ,114198.0
966,2016-02-01,ORLANDO,FL,96968.0
967,2016-02-01,CHICAGO,IL,79432.0
968,2016-02-01,AGANA,GU,123670.0
969,2016-02-01,FT. LAUDERDALE,FL,62994.0
970,2016-02-01,ATLANTA,GA,74142.0
971,2016-02-01,WASHINGTON,DC,49965.0
972,2016-02-01,BOSTON,MA,37838.0
973,2016-02-01,HOUSTON,TX,67313.0
974,2016-02-01,DALLAS,TX,49628.0
975,2016-02-01,SEATTLE,WA,35952.0
976,2016-02-01,LAS VEGAS,NV,32911.0
977,2016-02-01,DETROIT,MI,27812.0
978,2016-02-01,PHILADELPHIA,PA,17652.0
979,2016-02-01,BLAINE,WA,15711.0
980,2016-02-01,MINN./ST. PAUL,MN,8685.0
981,2016-02-01,TAMPA,FL,9106.0
982,2016-02-01,SAN DIEGO,CA,7393.0
983,2016-02-01,NIAGARA FALLS,NY,5426.0
984,2016-02-01,SANFORD,FL,3277.0
985,2016-02-01,PEACE BRIDGE,NY,3856.0
986,2016-02-01,SAN JUAN,PR,13475.0
987,2016-02-01,CHAMPLAIN,NY,4655.0
988,2016-02-01,PHOENIX,AZ,6735.0
989,2016-02-01,PORTLAND,OR,3606.0
990,2016-03-01,NEW YORK,NY,508969.0
991,2016-03-01,MIAMI,FL,415674.0
992,2016-03-01,LOS ANGELES,CA,310074.0
993,2016-03-01,SAN FRANCISCO,CA,156949.0
994,2016-03-01,HONOLULU,HI,174239.0
995,2016-03-01,NEWARK,NJ,146172.0
996,2016-03-01,ORLANDO,FL,116111.0
997,2016-03-01,CHICAGO,IL,111504.0
998,2016-03-01,AGANA,GU,120888.0
999,2016-03-01,FT. LAUDERDALE,FL,74222.0
1000,2016-03-01,ATLANTA,GA,92202.0
1001,2016-03-01,WASHINGTON,DC,79398.0
1002,2016-03-01,BOSTON,MA,63932.0
1003,2016-03-01,HOUSTON,TX,80499.0
1004,2016-03-01,DALLAS,TX,59919.0
1005,2016-03-01,SEATTLE,WA,41107.0
1006,2016-03-01,LAS VEGAS,NV,41711.0
1007,2016-03-01,DETROIT,MI,35974.0
1008,2016-03-01,PHILADELPHIA,PA,29812.0
1009,2016-03-01,BLAINE,WA,18570.0
1010,2016-03-01,MINN./ST. PAUL,MN,9251.0
1011,2016-03-01,TAMPA,FL,12219.0
1012,2016-03-01,SAN DIEGO,CA,8796.0
1013,2016-03-01,NIAGARA FALLS,NY,10779.0
1014,2016-03-01,SANFORD,FL,5586.0
1015,2016-03-01,PEACE BRIDGE,NY,6803.0
1016,2016-03-01,SAN JUAN,PR,14590.0
1017,2016-03-01,CHAMPLAIN,NY,6646.0
1018,2016-03-01,PHOENIX,AZ,8343.0
1019,2016-03-01,PORTLAND,OR,4284.0
1020,2016-04-01,NEW YORK,NY,550032.0
1021,2016-04-01,MIAMI,FL,378130.0
1022,2016-04-01,LOS ANGELES,CA,316270.0
1023,2016-04-01,SAN FRANCISCO,CA,164863.0
1024,2016-04-01,HONOLULU,HI,168629.0
1025,2016-04-01,NEWARK,NJ,147602.0
1026,2016-04-01,ORLANDO,FL,126054.0
1027,2016-04-01,CHICAGO,IL,125394.0
1028,2016-04-01,AGANA,GU,94704.0
1029,2016-04-01,FT. LAUDERDALE,FL,65669.0
1030,2016-04-01,ATLANTA,GA,91687.0
1031,2016-04-01,WASHINGTON,DC,82029.0
1032,2016-04-01,BOSTON,MA,62144.0
1033,2016-04-01,HOUSTON,TX,80710.0
1034,2016-04-01,DALLAS,TX,63761.0
1035,2016-04-01,SEATTLE,WA,44202.0
1036,2016-04-01,LAS VEGAS,NV,50656.0
1037,2016-04-01,DETROIT,MI,38833.0
1038,2016-04-01,PHILADELPHIA,PA,24644.0
1039,2016-04-01,BLAINE,WA,13561.0
1040,2016-04-01,MINN./ST. PAUL,MN,10575.0
1041,2016-04-01,TAMPA,FL,13183.0
1042,2016-04-01,SAN DIEGO,CA,8452.0
1043,2016-04-01,NIAGARA FALLS,NY,7453.0
1044,2016-04-01,SANFORD,FL,11506.0
1045,2016-04-01,PEACE BRIDGE,NY,4956.0
1046,2016-04-01,SAN JUAN,PR,9006.0
1047,2016-04-01,CHAMPLAIN,NY,6299.0
1048,2016-04-01,PHOENIX,AZ,7207.0
1049,2016-04-01,PORTLAND,OR,3837.0
1050,2016-05-01,NEW YORK,NY,607725.0
1051,2016-05-01,MIAMI,FL,370746.0
1052,2016-05-01,LOS ANGELES,CA,335816.0
1053,2016-05-01,SAN FRANCISCO,CA,197848.0
1054,2016-05-01,HONOLULU,HI,180387.0
1055,2016-05-01,NEWARK,NJ,166420.0
1056,2016-05-01,ORLANDO,FL,132850.0
1057,2016-05-01,CHICAGO,IL,162662.0
1058,2016-05-01,AGANA,GU,100524.0
1059,2016-05-01,FT. LAUDERDALE,FL,67347.0
1060,2016-05-01,ATLANTA,GA,97002.0
1061,2016-05-01,WASHINGTON,DC,99119.0
1062,2016-05-01,BOSTON,MA,82360.0
1063,2016-05-01,HOUSTON,TX,87356.0
1064,2016-05-01,DALLAS,TX,71406.0
1065,2016-05-01,SEATTLE,WA,52471.0
1066,2016-05-01,LAS VEGAS,NV,58385.0
1067,2016-05-01,DETROIT,MI,42009.0
1068,2016-05-01,PHILADELPHIA,PA,26956.0
1069,2016-05-01,BLAINE,WA,18258.0
1070,2016-05-01,MINN./ST. PAUL,MN,12757.0
1071,2016-05-01,TAMPA,FL,11483.0
1072,2016-05-01,SAN DIEGO,CA,9639.0
1073,2016-05-01,NIAGARA FALLS,NY,12469.0
1074,2016-05-01,SANFORD,FL,15578.0
1075,2016-05-01,PEACE BRIDGE,NY,7236.0
1076,2016-05-01,SAN JUAN,PR,8056.0
1077,2016-05-01,CHAMPLAIN,NY,9448.0
1078,2016-05-01,PHOENIX,AZ,6159.0
1079,2016-05-01,PORTLAND,OR,4711.0
1080,2016-06-01,NEW YORK,NY,603739.0
1081,2016-06-01,MIAMI,FL,370528.0
1082,2016-06-01,LOS ANGELES,CA,388728.0
1083,2016-06-01,SAN FRANCISCO,CA,212213.0
1084,2016-06-01,HONOLULU,HI,185470.0
1085,2016-06-01,NEWARK,NJ,157590.0
1086,2016-06-01,ORLANDO,FL,120221.0
1087,2016-06-01,CHICAGO,IL,167505.0
1088,2016-06-01,AGANA,GU,106909.0
1089,2016-06-01,FT. LAUDERDALE,FL,70067.0
1090,2016-06-01,ATLANTA,GA,85172.0
1091,2016-06-01,WASHINGTON,DC,97280.0
1092,2016-06-01,BOSTON,MA,95979.0
1093,2016-06-01,HOUSTON,TX,83665.0
1094,2016-06-01,DALLAS,TX,66160.0
1095,2016-06-01,SEATTLE,WA,66305.0
1096,2016-06-01,LAS VEGAS,NV,55550.0
1097,2016-06-01,DETROIT,MI,41766.0
1098,2016-06-01,PHILADELPHIA,PA,28259.0
1099,2016-06-01,BLAINE,WA,20673.0
1100,2016-06-01,MINN./ST. PAUL,MN,15038.0
1101,2016-06-01,TAMPA,FL,9201.0
1102,2016-06-01,SAN DIEGO,CA,7835.0
1103,2016-06-01,NIAGARA FALLS,NY,11806.0
1104,2016-06-01,SANFORD,FL,14802.0
1105,2016-06-01,PEACE BRIDGE,NY,6960.0
1106,2016-06-01,SAN JUAN,PR,8353.0
1107,2016-06-01,CHAMPLAIN,NY,9909.0
1108,2016-06-01,PHOENIX,AZ,4694.0
1109,2016-06-01,PORTLAND,OR,7247.0
1110,2016-07-01,NEW YORK,NY,711925.0
1111,2016-07-01,MIAMI,FL,460132.0
1112,2016-07-01,LOS ANGELES,CA,457301.0
